what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224395058453
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395061453
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395065437
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224395065500
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224395065531
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224395069406
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224395072656
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224395076125
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224395081140
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395087750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395089265
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224395089343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395090937
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395093125
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224395093218
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395095671
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395096703
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224395096796
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395099531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395101234
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224395101312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395104953
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395106109
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224395106187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395108343
