what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395864750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395874406
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224395874484
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224395875218
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1224395876828
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224395886312
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224395889546
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224395890734
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395892828
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395897625
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224395897718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395901031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395912421
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224395912468
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1224395912781
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224395913781
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224395920546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395922953
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395923812
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224395934312
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224395935390
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395940171
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395983000
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1224395984281
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224395991750
