what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224392592265
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224392592375
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224392593187
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224392602421
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224392608203
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224392609890
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224392609984
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224392621921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224392624812
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224392629421
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224392630828
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224392635125
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224392647125
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224392661718
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224392663156
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224392668296
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224392674343
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224392676437
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224392682687
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224392696906
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224392699062
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224392703718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224392713765
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224392715078
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224392715171
