what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224393925390
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224393928625
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224393938796
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224393941625
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224393941734
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224393943406
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224393945593
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224393945718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224393951609
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224393990203
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224393990328
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224393990812
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1224393994468
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224394006000
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224394010250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394601718
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394605281
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224394605390
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224394607093
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224394611312
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224394613375
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224394624109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394626031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394627531
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224394627640
