what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394630312
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394637359
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224394637468
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224394639046
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224394640687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394642859
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394651265
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224394651343
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224394655937
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224394660203
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394663734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394668234
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224394668296
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224394668937
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394673328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394675421
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224394675515
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394682031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394691453
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1224394691546
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1224394691546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394702640
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394709718
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224394709843
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394711859
