what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395320187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395323578
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224395323687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395329250
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395331125
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224395331187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395336781
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395339093
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224395339171
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224395339984
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224395344437
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224395356203
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224395362812
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395374046
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395419156
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1224395475140
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395477593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395477593
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395477671
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395538812
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224395553843
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395557562
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395560296
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1224395560359
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1224395560359
