what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395563187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395602406
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224395602500
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224395603609
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224395608828
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224395612843
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1224395615437
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224395621281
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224395624843
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224395626171
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395627593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395668140
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224395668234
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224395670250
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224395676515
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224395679906
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224395683421
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395687171
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395760531
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224395760593
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395764953
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395775375
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224395775390
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395775734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395775843
