what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1224394770859
started,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1224394770968
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1224394771078
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224394771359
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224394772062
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1224394773546
started,bundle,org.eclipse.wst.ws.service.policy,1.0.2.v200809101532,org.eclipse.wst.ws.service.policy,1224394775734
started,bundle,org.eclipse.wst.command.env,1.0.306.v200807231700,org.eclipse.wst.command.env,1224394775765
started,bundle,org.eclipse.wst.ws,1.1.2.v200809081517,org.eclipse.wst.ws,1224394775765
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394776109
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394782531
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224394782609
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394786015
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools,1224394791375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394795828
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224394795906
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394799453
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224394807843
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224394807921
started,bundle,org.eclipse.wst.server.core,1.1.1.v20080730,org.eclipse.wst.server.core,1224394808812
started,bundle,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.ui,1224394808859
started,bundle,org.eclipse.wst.web,1.1.204.v200809132300,org.eclipse.wst.web,1224394808890
started,bundle,org.eclipse.wst.common.emf,1.1.202.v200809111955,org.eclipse.wst.common.emf,1224394808937
started,bundle,org.eclipse.jst.j2ee.core,1.1.201.v200808071630,org.eclipse.jst.j2ee.core,1224394808937
started,bundle,org.eclipse.jem,2.0.201.v200806201600,org.eclipse.jem,1224394808953
