what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224391755562
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1224391757421
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224391762796
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391768046
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391787234
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391794281
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391805187
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1224391815031
started,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1224391815843
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1224391816000
started,bundle,org.eclipse.pde.core,3.4.0.v20080903-1700,org.eclipse.pde.core,1224391816125
started,bundle,org.eclipse.jst.jsp.ui,1.1.310.v200809120122,org.eclipse.jst.jsp.ui,1224391816140
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391827765
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224391832015
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391832093
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1224391832156
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224391833031
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224391835187
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224391837187
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224391839125
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1224391843500
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224391846875
started,bundle,org.eclipse.wst.server.core,1.1.1.v20080730,org.eclipse.wst.server.core,1224391848796
started,bundle,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.ui,1224391848828
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1224391849953
