what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397706546
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397708859
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397708906
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397710406
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397711234
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397712859
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397712921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397714156
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224397715234
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224397715531
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1224397724312
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224397731984
activated,view,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.views.SearchView,1224397740562
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224397745046
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224397751078
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224397754312
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224397764906
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397774859
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397775828
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1224397778062
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1224397780546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397788875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397788875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397788906
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224397796796
