what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224404805546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224404805609
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224404817125
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224404817843
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224405065953
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224405071953
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224405085640
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224405093218
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224405093359
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224405096640
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224405105640
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224405116921
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224405124078
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224405138640
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224405141265
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224405142578
started,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1224405142703
started,bundle,org.eclipse.mylyn.pde.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.pde.ui,1224405142718
started,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1224405142734
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224405143609
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1224405144312
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1224405144328
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.205.v200805140145,org.eclipse.jst.server.generic.jboss,1224405144359
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1224405144390
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.205.v200805140145,org.eclipse.jst.server.generic.oc4j,1224405144421
