what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1224391851843
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224391852046
started,bundle,org.eclipse.wst.ws.service.policy,1.0.2.v200809101532,org.eclipse.wst.ws.service.policy,1224391858140
started,bundle,org.eclipse.wst.command.env,1.0.306.v200807231700,org.eclipse.wst.command.env,1224391858203
started,bundle,org.eclipse.wst.ws,1.1.2.v200809081517,org.eclipse.wst.ws,1224391858203
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391858500
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391864421
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224391864515
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391867484
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391869125
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.print,1224391869156
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1224391870656
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224391878500
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224391886859
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1224391892234
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224391895828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391898515
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391904296
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224391904421
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1224391905625
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224391905843
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391911921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224391948843
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1224391948875
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1224391954406
