what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.core,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.core,1224406663812
started,bundle,org.eclipse.mylyn.context.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.ui,1224406663812
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1224406663812
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui,1224406663812
started,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1224406663812
started,bundle,org.eclipse.pde.ui,3.4.0.v20080803-1700,org.eclipse.pde.ui,1224406663828
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1224406663828
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1224406663843
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1224406663843
started,bundle,org.eclipse.wst.common.frameworks,1.1.200.v200805140020,org.eclipse.wst.common.frameworks,1224406663859
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.3.v200809102124,org.eclipse.wst.common.project.facet.core,1224406663859
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1224406663859
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224406678718
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224406678718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224406678734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224406743625
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224406745031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224406745031
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224406745093
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224406753937
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224406756265
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224406759875
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224406760140
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224406761234
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224406761234
