what,kind,bundleId,bundleVersion,description,time
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1224395208890
executed,command,,,AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction,1224395217312
executed,command,,,AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction,1224395218265
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224395224125
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395228000
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224395230515
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395230593
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1224395230656
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1224395230656
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395247359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395258218
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395261734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395265578
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1224395265656
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224395272796
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224395275843
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395280828
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395293593
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395298234
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395302750
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395306968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224395314453
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224395314718
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1224395314859
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224395318875
